ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,Prepared,8/22/2012
4,Northwestern Region,002,Albemarle County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,01,Motorcycles,              ,,,,,,,,,,,,,763,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,02,Passenger Cars,              ,,,,,,,,,,,,,239,886,0.36%,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,886,0.11%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,54,278,0.08%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,278,0.02%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,04,Busses,              ,,,,,,,,,,,,,2,588,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,588,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,2,729,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,729,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,1,550,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,550,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,202,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,1,679,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,679,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,27,360,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,360,0.01%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,553,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,596,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,196,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0.00%,,
4,Northwestern Region,002,Albemarle County,11,Urban Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,01,Motorcycles,              ,,,,,,,542,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,02,Passenger Cars,              ,,,,,,,129,879,0.19%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,879,0.06%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,26,295,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,295,0.01%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,04,Busses,              ,,,,,,,891,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,218,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,218,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,06,Three Axle Single Unit Trucks,              ,,,,,,,835,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,07,Four or More Axle Single Unit Trucks,              ,,,,,,,133,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,08,Four Axle or Fewer Single Trailers,              ,,,,,,,648,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,09,Five Axle Single Trailers,              ,,,,,,,7,575,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,575,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,10,Six or More Axle Single Trailers,              ,,,,,,,117,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,416,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,12,Six Axle Multi-Trailers,              ,,,,,,,63,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0.00%,,
4,Northwestern Region,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,13,Seven or More Axle Multi-Trailers,              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,037,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,037,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,403,299,0.60%,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,299,0.18%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,70,703,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,703,0.03%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,1,790,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,790,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,956,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,956,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,2,174,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,174,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,388,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,039,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,039,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,7,427,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,427,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,160,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,455,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,46,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.00%,,
4,Northwestern Region,002,Albemarle County,14,Urban Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,01,Motorcycles,              ,337,0.00%,0.00%,,,,323,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,02,Passenger Cars,              ,104,482,0.26%,0.05%,,,,66,596,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,078,0.08%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,20,530,0.05%,0.01%,,,,15,250,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,780,0.02%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,04,Busses,              ,661,0.00%,0.00%,,,,736,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,396,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,832,0.00%,0.00%,,,,675,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,507,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,301,0.00%,0.00%,,,,498,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,36,0.00%,0.00%,,,,46,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,153,0.00%,0.00%,,,,219,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,09,Five Axle Single Trailers,              ,101,0.00%,0.00%,,,,406,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,10,Six or More Axle Single Trailers,              ,7,0.00%,0.00%,,,,13,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,16,Urban Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,01,Motorcycles,              ,265,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,02,Passenger Cars,              ,119,122,0.29%,0.05%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,122,0.05%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,20,530,0.05%,0.01%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,530,0.01%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,04,Busses,              ,564,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,858,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,06,Three Axle Single Unit Trucks,              ,461,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,07,Four or More Axle Single Unit Trucks,              ,32,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,148,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,09,Five Axle Single Trailers,              ,148,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,10,Six or More Axle Single Trailers,              ,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,17,Urban Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,02,Passenger Cars,              ,118,913,0.29%,0.05%,,,,12,241,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,154,0.06%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,12,0.00%,0.00%,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,1,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
4,Northwestern Region,002,Albemarle County Total:,,,,,,884,830,2.19%,0.40%,,,,1,553,532,2.31%,0.70%,,,,1,134,156,1.72%,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,572,517,1.61%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,01,Motorcycles,              ,,,,,,,,,,,,,1,839,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,839,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,02,Passenger Cars,              ,,,,,,,,,,,,,250,464,0.38%,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,464,0.11%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,68,172,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,172,0.03%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,04,Busses,              ,,,,,,,,,,,,,2,678,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,678,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,3,781,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,781,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,3,457,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,457,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,743,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,2,004,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,004,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,83,034,0.13%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,034,0.04%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,1,004,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,1,439,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,439,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,12,Six Axle Multi-Trailers,              ,,,,,,,,,,,,,478,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,0.00%,,
4,Northwestern Region,003,Alleghany County,1,Rural Principal Arterial - Interstate,13,Seven or More Axle Multi-Trailers,              ,,,,,,,,,,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,143,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,12,616,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,616,0.01%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,4,761,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,761,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,104,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,130,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,209,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,62,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,55,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.00%,,
4,Northwestern Region,003,Alleghany County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,245,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,0.00%,,
